bpm,genre,title,artist
205,ラッキーハードコア,Daily Lunch Special,Lucky Vacuum
177,CYBER DRUMSTEP,Damage Per Second,Maozon
150,HARD DANCE,Derelict Star feat. Ryu*,Remo-con
180,MAINSTREAM HARDCORE,Devil's Gear,DJ Myosuke
180,HARD ELECTRIC POP,DIAMOND CROSSING,S-C-U vs L.E.D.
135,EDM,do the thing feat. Kanae Asaba,MK
155,DONK,Donkey Donk,Ryu☆
174,J-CORE EXPRESS,Dreamin Train,DJ NAGAI feat. Ayumi Nomiya
100,HYBRID TWERK,Dynamite,USAO
140,J-DANCE POP,Everlasting Last,HHH×MM×ST
142,FUTURE JERSEY,Exchange Place,Dirty Androids
145,ELECTRONIC DANCE,GENERATE feat.綾倉盟,Masayoshi Minoshima
88-175,HARDCORE RAVE,GET READY!!,DJ Shimamura
140,GAMER'S ELECTRO/COMPLEXTRO,Glitch Nerds,かめりあ
150,TRAPSTYLE,Go Faraway,DJ Noriken feat. Yukacco
160,CANTERBURY&BEAT,GOBBLE,Kimitaka Matsumae
165,JOINT WORK,Godspeed,dj TAKA xxx 猫叉Master xxx L.E.D.
191,HARD ART CORE,Grand Chariot,xi
200,BEMANIZED DIGITAL ROCK,Highcharge Divolt,HuΣeR
146,HiTECH FULLON,Inner Spirit,lapix
112,WORLD/ELECTRONICA,Journey,猫叉Master
160,JUNGLE CLASSIC,Konzert V,Remo-con vs. dj TAKA
220,PRIMAVERA JAZZ WALTZ,La dolce primavera,OSTER project
185,TOKYO STYLE SPEEDCORE,m1dy Dynamic,m1dy
150,HDM,M4K3 1T B0UNC3,kors k
150,HARDSTYLE,Musik LoverZ,RoughSketch
192,METAL POPS,NANAIRO,LIQU@。
190,SORROW STEP,Nightmare before oversleep,猫叉Master
111-222,SHINOBI SPEED,NINJA IS DEAD IIDX ver.,P*Light
150,ONLY ONE DANCE MUSIC,NO LIMIT -オレ達に限界は無い-,SUPER STAR 満-MITSURU- vs. 伝説のダンサー マイク
140,ELECTRO TRANCE,Nowhere,Nhato
190,END ROLL,NZM,The 4th
200,RADIO SHOWCASE,On the FM,C-Show
195,FRENCHCORE,Outbreak,USAO
175,HARDCORE,OUTER LIMITS ALTERNATIVE,L.E.D.-G
23-185,PSYCHIC FLASH,POSSESSION,TAG underground
145,J-TEKNO,quick master (reform version),youhei shimizu
158,TRANCE,refrain,dj TAKA feat.AiMEE
240,J-CORE,Ride To The Core,GUHROOVY feat. NO+CHIN & Yuki
170,HARDCORE,Rock It,Hommarju
144,JAZZY-ELECTRO,Routing,かめりあ
273,CHAOTIC SPEEDCORE,SEITEN NO TERIYAKI,Kobaryo
154,TRANCE,Sephirot,SHIKI
140,HARD TRANCE,Set U Free feat. Kanae Asaba,Y&Co.
185,ROCKIN´ DRUM&BASS,SHELTER OF THE MIND,YURiCa/花たん
199,DANCE SPEED GOLD,STARLiGHT,星龍
177,HAPPY EMOTION,STARLIGHT DANCEHALL,P*Light
303,FANTASY,StrayedCatz,削除
170,HARDCORE,Super Duper Racers,kors k & Numb'n'dub
150,GRAVITY POP,SURVIVOR,SOUND HOLIC Vs. ZYTOKINE feat. Nana Takahashi
132,WORLD/ELECTRONICA,Tori-no-kimochi,猫叉Master+
140,EDM,To The Paradise,DJ Genki feat. SHIN from HYPERNOVA
147,TECH-TRANCE,Transport,Sota Fujimori
216,RISK + VACUUM,Triple Counter,DJ YOSHITAKA meets dj TAKA
175,CANDY RAVE,Uh-Oh,kors k
134,GLITCH ELECTRO,Violet Pulse,G.K
152,LATIN JAZZ TRIO,Violet Rose,OSTER project
170,HARDCORE,Welcome,Uraken
193,ETHNIC,Wheel of Journey,Vivian
180,RENAISSANCE,X,D.J.Amuro
180,BLOOM CORE,ZEPHYRANTHES,TAG
143,TECH BREAKBEATS,199024club -Re:BounceKiller-,DJ Mass MAD Izm*
100-218,ARTCORE ROCK,朝焼けから始まるボクらの小さな旅,cosMo＠暴走P
155,ORIENTAL TECHDANCE,紫陽花 -AZISAI-,Camellia Vs. Expander
155,WINTER GLOW,麗 ～うらら～,SOUND HOLIC feat. Nana Takahashi
282,にゃんコア,駅猫のワルツ,ミニョンヌ鉄道兄弟
162,HYPER J-POP,オルタネイトβ,Xceon feat. Mayumi Morinaga
175,SUMMER WORKOUT,か・し・ま・し☆PUMP UP！,miko
169,Hi-RESORT電波,ギョギョっと人魚♨爆婚ブライダル,海の底からマーメイド♨Prim by ARM×狐夢想
159,HARDSTYLE,炸裂！イェーガー電光チョップ！！(JAEGER FINAL ATTACK),L.E.D.
165,BROKEN SAMBA BREAK,灼熱 Pt.2 Long Train Running,DJ Mass MAD Izm*
182,KANA-POP,シュッパツシンコウ・シサカンコ,星野奏子
134,空想ファンタジーシリーズ,少女アリスと箱庭幻想コンチェルト,DJ TOTTO
165,新世紀進歩的羽扇子音楽,真 地獄超特急 -HELL or HELL-,DJ TECHNORCH Vs. L.E.D.Light-G
150,ORBITALICTRO,セロトニン,U1 overground
140,PIECED SUNDAY,太陽SUNSUNボンジュールアバンチュール,Project B-
170,FUTURE E-POP,追想快晴テーマパーク,PHQUASE
110,GLITCH JAZZ,星屑ディスタンシア,ARM feat. 普透明度 + Brasscapsule
208-290,禅ジャズ,明鏡止水,TOMOSUKE feat. あさき
160,電波デステクノ,めいさいアイドル☆あいむちゃん♪,DJ SHARPNEL feat. みらい
280,エピックプログレ,量子の海のリントヴルム,黒猫ダンジョン
150,HARD DANCE,Affection,ni-21
153,HiTECH FULLON,Amazing Mirage,lapix
132-157,WORLD,AsiaN distractive,猫叉劇団
174,ALTERNATIVE TECHNO POP,Be A Star,PHQUASE feat.ぁゅ
175,HARDCORE RAVE,Believe in you,DJ Shimamura feat. Renna
142,TRANCE,Beyond The Seven,Nhato
106-150,FESTIVAL SOUND,BREAK OVER,MASAYOSHI IIMORI
※,ANTHEM
[SPH]WITHOUT YOU TONIGHT
[SPA]EURODANCE
[DPH]J-CORE
[DPA]Hi ANTHEM,crew
[N]crew -original mix-
[SPH]crew -VENUS mix-
[SPA]crew -Ryu☆ mix-
[DPH]crew -kors k mix-
[DPA]crew -Prim version-,beatnation Records
[N][DPH]beatnation Records feat.星野奏子
[SPH]beatnation Records feat.VENUS
[SPA]beatnation Records feat.NU-KO
[DPA]beatnation Records feat.Prim
145,EMOTIONAL HI-TECH,DISAPPEAR feat. koyomin,DJ Genki
135,EDM,elemental bender feat. Kanae Asaba,MK
174,KAWAII FUTURE BASS,Magical,Snail's House
170,TECHNO,Modular Technology,Sota Fujimori
128,TURBOFUNK,Music is The Answer,C-Show
86-144,NOSTALGIA,nostos,Setaria Virtuoso
140,BUBBLEGUM DANCE,OOO,Ryu☆ feat.moimoi
215,POP BREAKCORE,OTENAMI Hurricane,t+pazolite
147,MONDO-GROOVE BASSHOUSE,PAPAYAPA BASS,かめりあ feat. ななひら
165,哀愁EUROBEAT,Remedy feat. Kanae Asaba,Y&Co.
199,RDM,ROTTERDAM SHOGUN,ABDI from ジャカルタファンクブラザーズ
130-195,PIECED MAKIBISHI,Sarutobi Champion is 拙者,Project B-
165,SHINOBI RAVE,SAY BAY,P*Light
136,80's SYNTH FUNK,Seaside Labyrinth,Dirty Androids
140,FUTURE BASS,Seize the Day,DJ'TEKINA//SOMETHING feat.yuyoyuppe
135,R&B,Selfish Sweet,OSTER project feat. かなたん
160,CHIPTUNE,shuriken,ヒゲドライバー
190,CANDY ROCK,SINOBUZ Fantasy,Noria
150,DANCE MUSIC,Summer,banvox
190,HARDTEK,Super Rush,kors k
162,J-POP,Sweet Clapper,livetune+
150,HARDSTYLE,The Commanders,USAO
33-130,BIG BEAT/BREAKBEATS,(This Is Not) The Angels,Hommarju
152,HARD TRANCE,TOGAKUSHI,SETUP
138,UPLIFTING TRANCE,Umbral,Maozon
164,CYBER JAZZSTEP,XINOBIKILL,SOUND HOLIC feat. Nana Takahashi
160,演歌ブレイクス,お命ちょうDAI！901娘,DJ SHARPNEL feat. みらい
190,CROSSBREED,鴉,L.E.D.-G
100,DRAMATIC WALTZ,獅子霞麗ノ舞,HuΣeR
189,忍歌,忍恋花,黒脛
180,POP ROCK,次葉 -turn the page-,小寺可南子
180,ACEDIA,ちらちら・はらはら,NU-KO
136,HIP HOP,焱影,RoughSkreamZ feat.楽天斎
155,HYPER ENKA POP,冬椿 ft. Kanae Asaba,Xceon
100,NEON/TWERKCORE,#MAGiCVLGiRL_TRVP_B3VTZ,DJ Noriken
135,TRIBAL HOUSE,¡Viva!,Ryu*
60-160,ELECTRO FUSION,Surf on the Light,Tomoyuki Uchida
145,UPLIFTING TRANCE,Around The Galaxy,NISH
163,SPIRAL STAIRS,BabeL ～Grand Story～,Ako Atak
206,MOOMBAHCORE,Breakin' Chain,REDALiCE feat. MONICO
200,TRANCE CORE,Go Ahead!!,Ryu☆ Vs. Sota
155,HARDSTYLE,HADES,Massive New Krew
150,TECH BREAKBEATS,SAMURAI-Scramble,DJ Mass MAD Izm*
137,ROCK,SCREAM THE LIFE FEAT.KYONO,DJ BAKU
145,TECHNO,SEQUENCE CAT,SLEDLAKE (SLAKE & L.E.D.)
153,ANTHEM,Sky High,Cuvelia
177,DRUM&BASS,Steel Edge,Maozon
176,ALTERNATIVE ELECTRO,Yellow Sketch(RX-Ver.S.P.L.),高田雅史
195,WORLD/ELECTRONICA,イザナミノナゲキ,猫叉Master
192,HARDCORE,焔極OVERKILL,RoughSketch Vs. L.E.D.-G
170,ORBITALIC FUTURE BASS,禍根,U1 overground
145,ORIENTAL FUSION,九尾狐夜行,天狐
160,MICHINOKU,津軽雪,罠師 VS 安室
160,HiTECH,〆,lapix
191,DANCE SPEED,AO-∞,青龍
207,SUPER ULTIMATE HYPER CORE,BroGamer,USAO
170,HARD TRAP,Caterpillar,Eagle
169,ARCHAIC TALE EP1,DORNWALD ～Junge～,DJ TOTTO
196,FUTURE BEATS,Egret and Willow,Dirty Androids
190,HYPER DIGIMETAL,FUZIN RIZIN,SOUND HOLIC feat. Nana Takahashi & 709sec.
222,REQUIEM PSY,GuNGNiR,Gram
160,HYPER TRAP,Honey Trap,Expander
185,HAPPY,HAPPY★RUSH,P*Light
148,PIANO CONTEMPORARY,Macuilxochitl,TOMOSUKE
256,EXPERIMENTAL,Mare Nectaris,神楽
170,BEAT PIANO MUSIC,Piano Samurai,maras k(marasy＋kors k)
190,HARD BREAK BEATS,Quakes,dj Hellix
157,HARDSTYLE,RISING FIRE HAWK,L.E.D.-G
152,DETROIT TECHNO,Shoot'Em All,Manabu Namiki
175,HARDCORE RAVE,Summerlights(IIDX Edition),DJ Noriken
175,MAINSTREAM HARDCORE,Warrior,DJ CHUCKY feat. Jonjo
70-125,FOREST SNOW,月雪に舞う華のように,猫叉Master
210,ネオスカ電波,ディッシュウォッシャー◎彡おいわちゃん,ARM×狐夢想 feat. 山本椛
66-198,DJ BATTLE,Beat Juggling Mix,Hommarju
146,HYBRID BUCHIAGE TRANCE,ECHIDNA,HuΣeR
184,NEUROFUNK,INVISIBLE STRIX,L.E.D.
159,TRANCE,RAIN,dj TAKA
160,SPEED RAVE,Rave Cannon,kors k
156,ASIAN CONTEMPORARY,Snakey Kung-fu,金獅子 vs 麒麟 feat. 獏
154,夏の夕暮れと、DUBSTEP。,yamabiko (SINOBUZ Edition),かめりあ
165,LAST ARTS,刃図羅,猫叉Master vs HuΣeR
165,EPIC D'N'B,Apocalypse,Morrigan feat. リリィ
150,DREAM COLLABORATION,Cyber True Color,kors k vs Sota Fujimori
185,DRUM'N'BASS,Lost wing at.0,猫叉Master+
190,JUMP UP/HARDCORE,Venom,kors k vs L.E.D.-G
143,HARD HOUSE,Vermilion,Remo-con
128,理系ポップ,恋はどう？モロ◎波動OK☆方程式!!,あべにゅうぷろじぇくと feat. 佐倉紗織 produced by ave;new
262,空想ファンタジーシリーズ,童話回廊,DJ TOTTO
148,DUTCH TRANCE,Clione†,kors k
180,POWER FUSION,RIDE ON THE LIGHT (HI GREAT MIX)†,Mr.T
165,FREEFORM HARDCORE,KAMAITACHI†,DJ TECHNORCH fw. GUHROOVY
185,DECEPTIVE GABBA,VANESSA†,朱雀
126-251,NU-SKOOL BREAKBEATS HARDCORE,ICARUS†,Eagle
173,NU STYLE GABBA,THE DEEP STRIKER†,L.E.D.-G
145,TECH-BREAKBEATS,naughty girl@Queen's Palace†,DJ Mass MAD Izm*
45-170,ONLY ONE EPILOGUE,THANK YOU FOR PLAYING†,SUPER STAR 満-MITSURU-
163,撫子ロック,凛として咲く花の如く†,紅色リトマス
155,HARDSTYLE,SOLID STATE SQUAD†,kors k Vs. L.E.D.
130,NU DISCO,Golden Palms†,Dirty Androids
140,NEO 80's EURO ELECTRO,LUV CAN SAVE U†,HIDEKI NAGANUMA
149,FASCINATION,朧†,HHH×MM×ST
151,TECHNO,仮想空間の旅人たち†,DJ MURASAME
178,DYNASTIC FREEFORM,Ancient Scapes†LEGGENDARIA,Durandal
188,J-CORE,Close the World feat.a☆ru†LEGGENDARIA,天叢雲剣
175,HARDCORE RAVE,Feel The Beat†LEGGENDARIA,Falsion
195,TRIBE CORE,invoker†LEGGENDARIA,Caladborg
200,REQUIEM PSY,Sigmund†LEGGENDARIA,Gram
180,HARD NRG,Verflucht†LEGGENDARIA,Tyrfing
180,ORIENTAL CORE,疾風迅雷†LEGGENDARIA,KUMOKIRI
120-160,新世紀進歩的羽扇子音楽,廿†,DJ TECHNORCH
192,NEO CLASSICAL DANCE,Beat Radiance†,iNO
185,HEALING DRUM'N'BASS,chrono diver -fragment-†,猫叉Master feat.三澤 秋
185,CYBER DRUM & BASS,CHRONO DIVER -NORNIR-†,L.E.D.
160,FUTURE BASS,Cosmic Cat†,8bit Moonside
113-170,RAGTIME CHIPTUNE,EBONY & IVORY†,OSTER project
175,KANA-POP,恋は白帯、サンシロー†,星野奏子
150,PIECED EUPHORIA,超青少年ノ為ノ超多幸ナ超古典的超舞曲†,Project B-
177,CYBER DRUMSTEP,Damage Per Second†,Maozon
177,HAPPY EMOTION,STARLIGHT DANCEHALL†,P*Light
